fips_year,county_id,year,fold,split,county_outer_fold,validation_fold
29069-2019,29069,2019,1,train,4,2
29069-2020,29069,2020,1,train,4,2
29069-2021,29069,2021,1,train,4,2
29071-2020,29071,2020,1,train,3,2
29073-2020,29073,2020,1,val,2,2
29075-2020,29075,2020,1,test,1,2
29081-2020,29081,2020,1,train,3,2
29081-2021,29081,2021,1,train,3,2
29083-2021,29083,2021,1,train,0,2
29087-2020,29087,2020,1,train,4,2
29089-2020,29089,2020,1,val,2,2
29089-2021,29089,2021,1,val,2,2
29095-2019,29095,2019,1,test,1,2
29095-2020,29095,2020,1,test,1,2
29101-2021,29101,2021,1,train,3,2
29103-2020,29103,2020,1,val,2,2
29109-2020,29109,2020,1,train,0,2
29109-2021,29109,2021,1,train,0,2
29111-2020,29111,2020,1,train,4,2
29111-2022,29111,2022,1,train,4,2
29113-2020,29113,2020,1,train,3,2
29113-2022,29113,2022,1,train,3,2
29115-2020,29115,2020,1,val,2,2
29115-2021,29115,2021,1,val,2,2
29121-2020,29121,2020,1,test,1,2
29127-2019,29127,2019,1,train,4,2
29127-2020,29127,2020,1,train,4,2
29127-2021,29127,2021,1,train,4,2
29127-2022,29127,2022,1,train,4,2
29133-2019,29133,2019,1,train,3,2
29133-2020,29133,2020,1,train,3,2
29133-2021,29133,2021,1,train,3,2
29135-2020,29135,2020,1,train,0,2
29137-2020,29137,2020,1,test,1,2
29137-2021,29137,2021,1,test,1,2
29139-2020,29139,2020,1,train,4,2
29141-2019,29141,2019,1,train,0,2
29141-2020,29141,2020,1,train,0,2
29143-2019,29143,2019,1,train,3,2
29145-2019,29145,2019,1,val,2,2
29145-2020,29145,2020,1,val,2,2
29145-2021,29145,2021,1,val,2,2
29151-2020,29151,2020,1,val,2,2
29155-2020,29155,2020,1,train,4,2
29155-2021,29155,2021,1,train,4,2
29157-2020,29157,2020,1,test,1,2
29157-2021,29157,2021,1,test,1,2
29157-2022,29157,2022,1,test,1,2
29159-2020,29159,2020,1,test,1,2
29163-2020,29163,2020,1,train,3,2
29163-2022,29163,2022,1,train,3,2
29165-2019,29165,2019,1,train,0,2
29165-2020,29165,2020,1,train,0,2
29165-2021,29165,2021,1,train,0,2
29173-2019,29173,2019,1,train,4,2
29173-2020,29173,2020,1,train,4,2
29173-2022,29173,2022,1,train,4,2
29175-2020,29175,2020,1,train,0,2
29195-2020,29195,2020,1,train,4,2
29197-2022,29197,2022,1,train,3,2
29199-2020,29199,2020,1,val,2,2
29199-2022,29199,2022,1,val,2,2
29201-2019,29201,2019,1,train,3,2
29201-2020,29201,2020,1,train,3,2
29201-2021,29201,2021,1,train,3,2
29205-2020,29205,2020,1,test,1,2
29205-2021,29205,2021,1,test,1,2
29207-2019,29207,2019,1,val,2,2
29207-2020,29207,2020,1,val,2,2
29207-2021,29207,2021,1,val,2,2
29211-2020,29211,2020,1,val,2,2
29219-2020,29219,2020,1,test,1,2
29227-2020,29227,2020,1,test,1,2
29227-2021,29227,2021,1,test,1,2
29227-2022,29227,2022,1,test,1,2
31001-2019,31001,2019,1,train,0,2
31001-2020,31001,2020,1,train,0,2
31001-2022,31001,2022,1,train,0,2
31011-2019,31011,2019,1,train,0,2
31011-2022,31011,2022,1,train,0,2
31013-2019,31013,2019,1,train,4,2
31013-2020,31013,2020,1,train,4,2
31013-2021,31013,2021,1,train,4,2
31015-2020,31015,2020,1,train,4,2
31015-2022,31015,2022,1,train,4,2
31017-2020,31017,2020,1,train,3,2
31017-2021,31017,2021,1,train,3,2
31019-2019,31019,2019,1,train,3,2
31019-2020,31019,2020,1,train,3,2
31019-2022,31019,2022,1,train,3,2
31021-2019,31021,2019,1,val,2,2
31021-2022,31021,2022,1,val,2,2
31023-2019,31023,2019,1,val,2,2
31023-2020,31023,2020,1,val,2,2
31023-2022,31023,2022,1,val,2,2
31025-2019,31025,2019,1,test,1,2
31025-2020,31025,2020,1,test,1,2
31025-2022,31025,2022,1,test,1,2
31027-2021,31027,2021,1,test,1,2
31027-2022,31027,2022,1,test,1,2
31029-2019,31029,2019,1,train,0,2
31029-2020,31029,2020,1,train,0,2
31029-2021,31029,2021,1,train,0,2
31031-2021,31031,2021,1,train,0,2
31033-2020,31033,2020,1,train,4,2
31035-2019,31035,2019,1,train,4,2
31035-2020,31035,2020,1,train,4,2
31035-2022,31035,2022,1,train,4,2
31037-2019,31037,2019,1,train,3,2
31037-2020,31037,2020,1,train,3,2
31037-2022,31037,2022,1,train,3,2
31039-2022,31039,2022,1,train,3,2
31041-2019,31041,2019,1,train,0,2
31041-2020,31041,2020,1,train,0,2
31043-2020,31043,2020,1,val,2,2
31043-2021,31043,2021,1,val,2,2
31043-2022,31043,2022,1,val,2,2
31045-2020,31045,2020,1,val,2,2
31047-2019,31047,2019,1,test,1,2
31047-2020,31047,2020,1,test,1,2
31047-2022,31047,2022,1,test,1,2
31049-2019,31049,2019,1,train,4,2
31049-2020,31049,2020,1,train,4,2
31051-2020,31051,2020,1,test,1,2
31053-2019,31053,2019,1,train,0,2
31053-2020,31053,2020,1,train,0,2
31053-2022,31053,2022,1,train,0,2
31055-2019,31055,2019,1,train,4,2
31055-2020,31055,2020,1,train,4,2
31055-2022,31055,2022,1,train,4,2
31057-2020,31057,2020,1,train,3,2
31057-2021,31057,2021,1,train,3,2
31059-2019,31059,2019,1,train,3,2
31059-2020,31059,2020,1,train,3,2
31059-2022,31059,2022,1,train,3,2
31061-2019,31061,2019,1,train,3,2
31061-2020,31061,2020,1,train,3,2
31061-2021,31061,2021,1,train,3,2
31061-2022,31061,2022,1,train,3,2
31063-2019,31063,2019,1,val,2,2
31063-2020,31063,2020,1,val,2,2
31063-2021,31063,2021,1,val,2,2
31063-2022,31063,2022,1,val,2,2
31065-2019,31065,2019,1,test,1,2
31065-2020,31065,2020,1,test,1,2
31065-2021,31065,2021,1,test,1,2
31065-2022,31065,2022,1,test,1,2
31067-2019,31067,2019,1,val,2,2
31067-2020,31067,2020,1,val,2,2
31067-2022,31067,2022,1,val,2,2
31069-2020,31069,2020,1,train,0,2
31071-2019,31071,2019,1,train,0,2
31071-2020,31071,2020,1,train,0,2
31071-2021,31071,2021,1,train,0,2
31071-2022,31071,2022,1,train,0,2
31073-2020,31073,2020,1,test,1,2
31073-2021,31073,2021,1,test,1,2
31073-2022,31073,2022,1,test,1,2
31077-2019,31077,2019,1,train,4,2
31077-2020,31077,2020,1,train,4,2
31077-2021,31077,2021,1,train,4,2
31077-2022,31077,2022,1,train,4,2
31079-2019,31079,2019,1,val,2,2
31079-2022,31079,2022,1,val,2,2
31081-2019,31081,2019,1,test,1,2
31081-2022,31081,2022,1,test,1,2
31083-2019,31083,2019,1,train,3,2
31083-2020,31083,2020,1,train,3,2
31083-2021,31083,2021,1,train,3,2
31083-2022,31083,2022,1,train,3,2
31085-2019,31085,2019,1,train,0,2
31085-2020,31085,2020,1,train,0,2
31085-2021,31085,2021,1,train,0,2
31087-2020,31087,2020,1,train,4,2
31089-2019,31089,2019,1,train,4,2
31089-2020,31089,2020,1,train,4,2
31089-2022,31089,2022,1,train,4,2
31093-2019,31093,2019,1,val,2,2
31093-2020,31093,2020,1,val,2,2
31093-2021,31093,2021,1,val,2,2
31093-2022,31093,2022,1,val,2,2
31095-2019,31095,2019,1,train,3,2
31095-2020,31095,2020,1,train,3,2
31095-2022,31095,2022,1,train,3,2
31097-2020,31097,2020,1,train,0,2
31097-2022,31097,2022,1,train,0,2
31099-2019,31099,2019,1,val,2,2
31099-2020,31099,2020,1,val,2,2
31099-2022,31099,2022,1,val,2,2
31101-2020,31101,2020,1,train,4,2
31101-2021,31101,2021,1,train,4,2
31103-2020,31103,2020,1,train,3,2
31107-2020,31107,2020,1,test,1,2
31107-2021,31107,2021,1,test,1,2
31107-2022,31107,2022,1,test,1,2
31109-2019,31109,2019,1,train,0,2
31109-2020,31109,2020,1,train,0,2
31109-2022,31109,2022,1,train,0,2
31111-2019,31111,2019,1,test,1,2
31111-2020,31111,2020,1,test,1,2
31111-2021,31111,2021,1,test,1,2
31111-2022,31111,2022,1,test,1,2
31113-2019,31113,2019,1,train,3,2
31113-2020,31113,2020,1,train,3,2
31115-2020,31115,2020,1,val,2,2
31119-2022,31119,2022,1,test,1,2
31121-2019,31121,2019,1,train,0,2
31123-2019,31123,2019,1,train,4,2
31123-2020,31123,2020,1,train,4,2
31123-2021,31123,2021,1,train,4,2
31125-2019,31125,2019,1,train,3,2
31125-2020,31125,2020,1,train,3,2
31125-2022,31125,2022,1,train,3,2
31127-2020,31127,2020,1,val,2,2
31127-2022,31127,2022,1,val,2,2
31129-2020,31129,2020,1,test,1,2
31129-2022,31129,2022,1,test,1,2
31131-2019,31131,2019,1,val,2,2
31131-2020,31131,2020,1,val,2,2
31131-2022,31131,2022,1,val,2,2
31135-2019,31135,2019,1,test,1,2
31135-2020,31135,2020,1,test,1,2
31135-2021,31135,2021,1,test,1,2
31137-2019,31137,2019,1,train,0,2
31137-2020,31137,2020,1,train,0,2
31137-2021,31137,2021,1,train,0,2
31137-2022,31137,2022,1,train,0,2
31139-2020,31139,2020,1,train,0,2
31139-2021,31139,2021,1,train,0,2
31139-2022,31139,2022,1,train,0,2
31141-2019,31141,2019,1,train,4,2
31141-2020,31141,2020,1,train,4,2
31141-2021,31141,2021,1,train,4,2
31141-2022,31141,2022,1,train,4,2
31143-2020,31143,2020,1,train,0,2
31143-2022,31143,2022,1,train,0,2
31145-2019,31145,2019,1,train,4,2
31145-2020,31145,2020,1,train,4,2
31145-2021,31145,2021,1,train,4,2
31147-2020,31147,2020,1,train,4,2
31147-2022,31147,2022,1,train,4,2
31149-2019,31149,2019,1,train,3,2
31149-2020,31149,2020,1,train,3,2
31149-2021,31149,2021,1,train,3,2
31151-2019,31151,2019,1,val,2,2
31151-2020,31151,2020,1,val,2,2
31151-2022,31151,2022,1,val,2,2
31153-2020,31153,2020,1,train,3,2
31153-2022,31153,2022,1,train,3,2
31155-2019,31155,2019,1,test,1,2
31155-2020,31155,2020,1,test,1,2
31155-2022,31155,2022,1,test,1,2
31157-2019,31157,2019,1,train,0,2
31157-2020,31157,2020,1,train,0,2
31157-2021,31157,2021,1,train,0,2
31159-2019,31159,2019,1,train,4,2
31159-2020,31159,2020,1,train,4,2
31159-2022,31159,2022,1,train,4,2
31161-2020,31161,2020,1,val,2,2
31161-2021,31161,2021,1,val,2,2
31163-2019,31163,2019,1,train,3,2
31163-2020,31163,2020,1,train,3,2
31163-2021,31163,2021,1,train,3,2
31163-2022,31163,2022,1,train,3,2
31165-2019,31165,2019,1,train,3,2
31165-2020,31165,2020,1,train,3,2
31165-2021,31165,2021,1,train,3,2
31167-2019,31167,2019,1,test,1,2
31167-2022,31167,2022,1,test,1,2
31169-2019,31169,2019,1,val,2,2
31169-2020,31169,2020,1,val,2,2
31169-2021,31169,2021,1,val,2,2
31169-2022,31169,2022,1,val,2,2
31173-2019,31173,2019,1,train,0,2
31173-2022,31173,2022,1,train,0,2
31175-2019,31175,2019,1,test,1,2
31175-2020,31175,2020,1,test,1,2
31175-2021,31175,2021,1,test,1,2
31175-2022,31175,2022,1,test,1,2
31177-2019,31177,2019,1,val,2,2
31177-2020,31177,2020,1,val,2,2
31177-2022,31177,2022,1,val,2,2
31179-2019,31179,2019,1,test,1,2
31179-2021,31179,2021,1,test,1,2
31179-2022,31179,2022,1,test,1,2
31181-2020,31181,2020,1,train,4,2
31181-2022,31181,2022,1,train,4,2
31183-2020,31183,2020,1,train,4,2
31185-2019,31185,2019,1,train,0,2
31185-2020,31185,2020,1,train,0,2
31185-2022,31185,2022,1,train,0,2
38001-2020,38001,2020,1,train,3,2
38001-2021,38001,2021,1,train,3,2
38003-2020,38003,2020,1,val,2,2
38003-2021,38003,2021,1,val,2,2
38005-2020,38005,2020,1,test,1,2
38005-2021,38005,2021,1,test,1,2
38007-2020,38007,2020,1,train,0,2
38007-2021,38007,2021,1,train,0,2
38009-2020,38009,2020,1,train,4,2
38009-2021,38009,2021,1,train,4,2
38011-2020,38011,2020,1,train,3,2
38015-2019,38015,2019,1,train,3,2
38015-2020,38015,2020,1,train,3,2
38017-2019,38017,2019,1,train,4,2
38017-2020,38017,2020,1,train,4,2
38017-2021,38017,2021,1,train,4,2
38021-2020,38021,2020,1,val,2,2
38021-2021,38021,2021,1,val,2,2
38025-2020,38025,2020,1,test,1,2
38025-2021,38025,2021,1,test,1,2
38027-2020,38027,2020,1,train,0,2
38027-2021,38027,2021,1,train,0,2
38029-2020,38029,2020,1,train,4,2
38029-2021,38029,2021,1,train,4,2
38031-2020,38031,2020,1,train,3,2
38031-2021,38031,2021,1,train,3,2
38033-2021,38033,2021,1,val,2,2
38035-2019,38035,2019,1,train,3,2
38035-2020,38035,2020,1,train,3,2
38035-2021,38035,2021,1,train,3,2
38037-2020,38037,2020,1,val,2,2
38037-2021,38037,2021,1,val,2,2
38041-2019,38041,2019,1,val,2,2
38041-2020,38041,2020,1,val,2,2
38041-2021,38041,2021,1,val,2,2
38043-2019,38043,2019,1,test,1,2
38043-2020,38043,2020,1,test,1,2
38043-2021,38043,2021,1,test,1,2
38047-2020,38047,2020,1,test,1,2
38047-2021,38047,2021,1,test,1,2
38057-2020,38057,2020,1,train,0,2
38057-2021,38057,2021,1,train,0,2
38059-2020,38059,2020,1,test,1,2
38061-2019,38061,2019,1,train,4,2
38061-2020,38061,2020,1,train,4,2
38063-2020,38063,2020,1,train,0,2
38065-2020,38065,2020,1,train,4,2
38067-2020,38067,2020,1,train,3,2
38067-2021,38067,2021,1,train,3,2
38069-2020,38069,2020,1,val,2,2
38069-2021,38069,2021,1,val,2,2
38071-2020,38071,2020,1,test,1,2
38071-2021,38071,2021,1,test,1,2
38073-2020,38073,2020,1,train,0,2
38073-2021,38073,2021,1,train,0,2
38075-2020,38075,2020,1,train,4,2
38075-2021,38075,2021,1,train,4,2
38077-2019,38077,2019,1,train,0,2
38077-2020,38077,2020,1,train,0,2
38077-2021,38077,2021,1,train,0,2
38079-2021,38079,2021,1,train,3,2
38081-2019,38081,2019,1,train,4,2
38081-2020,38081,2020,1,train,4,2
38081-2021,38081,2021,1,train,4,2
38083-2019,38083,2019,1,train,3,2
38083-2020,38083,2020,1,train,3,2
38087-2019,38087,2019,1,train,3,2
38087-2020,38087,2020,1,train,3,2
38087-2021,38087,2021,1,train,3,2
38089-2020,38089,2020,1,val,2,2
38089-2021,38089,2021,1,val,2,2
38091-2019,38091,2019,1,val,2,2
38091-2020,38091,2020,1,val,2,2
38091-2021,38091,2021,1,val,2,2
38093-2019,38093,2019,1,test,1,2
38093-2020,38093,2020,1,test,1,2
38093-2021,38093,2021,1,test,1,2
38095-2020,38095,2020,1,test,1,2
38095-2021,38095,2021,1,test,1,2
38097-2020,38097,2020,1,val,2,2
38099-2020,38099,2020,1,train,0,2
38099-2021,38099,2021,1,train,0,2
38101-2019,38101,2019,1,train,0,2
38101-2020,38101,2020,1,train,0,2
38101-2021,38101,2021,1,train,0,2
38103-2020,38103,2020,1,train,4,2
38103-2021,38103,2021,1,train,4,2
38105-2021,38105,2021,1,test,1,2
39001-2020,39001,2020,1,train,3,2
39001-2022,39001,2022,1,train,3,2
39003-2020,39003,2020,1,val,2,2
39003-2022,39003,2022,1,val,2,2
39005-2019,39005,2019,1,train,4,2
39005-2020,39005,2020,1,train,4,2
39005-2021,39005,2021,1,train,4,2
39007-2019,39007,2019,1,test,1,2
39007-2021,39007,2021,1,test,1,2
39011-2019,39011,2019,1,train,0,2
39011-2020,39011,2020,1,train,0,2
39011-2021,39011,2021,1,train,0,2
39011-2022,39011,2022,1,train,0,2
39015-2022,39015,2022,1,train,0,2
39017-2020,39017,2020,1,train,0,2
39017-2022,39017,2022,1,train,0,2
39021-2019,39021,2019,1,train,3,2
39021-2020,39021,2020,1,train,3,2
39021-2022,39021,2022,1,train,3,2
39023-2022,39023,2022,1,train,4,2
39025-2022,39025,2022,1,train,3,2
39027-2022,39027,2022,1,val,2,2
39029-2019,39029,2019,1,test,1,2
39031-2019,39031,2019,1,train,4,2
39031-2020,39031,2020,1,train,4,2
39031-2021,39031,2021,1,train,4,2
39031-2022,39031,2022,1,train,4,2
39033-2022,39033,2022,1,train,0,2
39037-2019,39037,2019,1,train,3,2
39037-2020,39037,2020,1,train,3,2
39037-2021,39037,2021,1,train,3,2
39037-2022,39037,2022,1,train,3,2
39039-2019,39039,2019,1,val,2,2
39039-2020,39039,2020,1,val,2,2
39039-2022,39039,2022,1,val,2,2
39041-2022,39041,2022,1,train,4,2
39043-2020,39043,2020,1,train,4,2
39043-2022,39043,2022,1,train,4,2
39045-2019,39045,2019,1,test,1,2
39045-2020,39045,2020,1,test,1,2
39045-2022,39045,2022,1,test,1,2
39047-2020,39047,2020,1,train,3,2
39047-2022,39047,2022,1,train,3,2
39049-2022,39049,2022,1,train,3,2
39051-2019,39051,2019,1,train,0,2
39051-2020,39051,2020,1,train,0,2
39051-2022,39051,2022,1,train,0,2
39053-2019,39053,2019,1,train,4,2
39053-2020,39053,2020,1,train,4,2
39053-2021,39053,2021,1,train,4,2
39057-2022,39057,2022,1,val,2,2
39061-2020,39061,2020,1,test,1,2
39063-2020,39063,2020,1,val,2,2
39063-2022,39063,2022,1,val,2,2
39065-2019,39065,2019,1,val,2,2
39065-2020,39065,2020,1,val,2,2
39065-2021,39065,2021,1,val,2,2
39065-2022,39065,2022,1,val,2,2
39069-2020,39069,2020,1,test,1,2
39069-2022,39069,2022,1,test,1,2
39071-2022,39071,2022,1,train,0,2
39075-2019,39075,2019,1,test,1,2
39075-2020,39075,2020,1,test,1,2
39075-2021,39075,2021,1,test,1,2
39075-2022,39075,2022,1,test,1,2
39077-2022,39077,2022,1,train,4,2
39079-2022,39079,2022,1,train,3,2
39083-2019,39083,2019,1,train,0,2
39083-2020,39083,2020,1,train,0,2
39083-2021,39083,2021,1,train,0,2
39083-2022,39083,2022,1,train,0,2
39089-2020,39089,2020,1,train,3,2
39089-2021,39089,2021,1,train,3,2
39089-2022,39089,2022,1,train,3,2
39091-2019,39091,2019,1,train,4,2
39091-2020,39091,2020,1,train,4,2
39091-2021,39091,2021,1,train,4,2
39091-2022,39091,2022,1,train,4,2
39093-2020,39093,2020,1,val,2,2
39093-2021,39093,2021,1,val,2,2
39093-2022,39093,2022,1,val,2,2
39095-2019,39095,2019,1,test,1,2
39095-2020,39095,2020,1,test,1,2
39095-2022,39095,2022,1,test,1,2
39097-2020,39097,2020,1,train,0,2
39097-2022,39097,2022,1,train,0,2
39099-2019,39099,2019,1,val,2,2
39101-2019,39101,2019,1,train,0,2
39101-2020,39101,2020,1,train,0,2
39101-2022,39101,2022,1,train,0,2
39103-2019,39103,2019,1,train,3,2
39103-2020,39103,2020,1,train,3,2
39103-2021,39103,2021,1,train,3,2
39103-2022,39103,2022,1,train,3,2
39107-2019,39107,2019,1,val,2,2
39107-2020,39107,2020,1,val,2,2
39107-2021,39107,2021,1,val,2,2
39107-2022,39107,2022,1,val,2,2
39109-2019,39109,2019,1,train,4,2
39109-2020,39109,2020,1,train,4,2
39109-2022,39109,2022,1,train,4,2
39113-2019,39113,2019,1,test,1,2
39117-2022,39117,2022,1,train,0,2
39119-2019,39119,2019,1,test,1,2
39119-2020,39119,2020,1,test,1,2
39119-2021,39119,2021,1,test,1,2
39119-2022,39119,2022,1,test,1,2
39123-2020,39123,2020,1,train,4,2
39123-2022,39123,2022,1,train,4,2
39125-2020,39125,2020,1,train,3,2
39125-2022,39125,2022,1,train,3,2
39127-2020,39127,2020,1,val,2,2
39127-2021,39127,2021,1,val,2,2
39129-2019,39129,2019,1,train,0,2
39129-2020,39129,2020,1,train,0,2
39129-2021,39129,2021,1,train,0,2
39129-2022,39129,2022,1,train,0,2
39131-2019,39131,2019,1,train,3,2
39131-2021,39131,2021,1,train,3,2
39131-2022,39131,2022,1,train,3,2
39133-2019,39133,2019,1,test,1,2
39133-2021,39133,2021,1,test,1,2
39135-2019,39135,2019,1,train,4,2
39135-2020,39135,2020,1,train,4,2
39135-2021,39135,2021,1,train,4,2
39135-2022,39135,2022,1,train,4,2
39137-2019,39137,2019,1,val,2,2
39137-2020,39137,2020,1,val,2,2
39137-2022,39137,2022,1,val,2,2
39139-2019,39139,2019,1,test,1,2
39139-2020,39139,2020,1,test,1,2
39139-2022,39139,2022,1,test,1,2
39141-2019,39141,2019,1,train,0,2
39141-2021,39141,2021,1,train,0,2
39141-2022,39141,2022,1,train,0,2
39143-2019,39143,2019,1,train,4,2
39143-2020,39143,2020,1,train,4,2
39143-2022,39143,2022,1,train,4,2
39145-2019,39145,2019,1,train,3,2
39145-2020,39145,2020,1,train,3,2
39145-2021,39145,2021,1,train,3,2
39147-2019,39147,2019,1,val,2,2
39147-2020,39147,2020,1,val,2,2
39147-2022,39147,2022,1,val,2,2
39149-2019,39149,2019,1,test,1,2
39149-2020,39149,2020,1,test,1,2
39149-2022,39149,2022,1,test,1,2
39151-2019,39151,2019,1,train,0,2
39151-2020,39151,2020,1,train,0,2
39151-2021,39151,2021,1,train,0,2
39155-2019,39155,2019,1,train,4,2
39157-2019,39157,2019,1,train,4,2
39157-2020,39157,2020,1,train,4,2
39157-2021,39157,2021,1,train,4,2
39159-2019,39159,2019,1,train,0,2
39159-2022,39159,2022,1,train,0,2
39161-2019,39161,2019,1,train,3,2
39161-2020,39161,2020,1,train,3,2
39161-2022,39161,2022,1,train,3,2
39165-2019,39165,2019,1,val,2,2
39165-2020,39165,2020,1,val,2,2
39165-2022,39165,2022,1,val,2,2
39167-2019,39167,2019,1,test,1,2
39167-2020,39167,2020,1,test,1,2
39167-2021,39167,2021,1,test,1,2
39169-2019,39169,2019,1,train,3,2
39169-2020,39169,2020,1,train,3,2
39169-2021,39169,2021,1,train,3,2
39169-2022,39169,2022,1,train,3,2
39171-2019,39171,2019,1,train,0,2
39171-2020,39171,2020,1,train,0,2
39171-2022,39171,2022,1,train,0,2
39173-2020,39173,2020,1,train,4,2
39173-2022,39173,2022,1,train,4,2
39175-2019,39175,2019,1,train,4,2
39175-2020,39175,2020,1,train,4,2
39175-2022,39175,2022,1,train,4,2
46003-2020,46003,2020,1,train,3,2
46003-2021,46003,2021,1,train,3,2
46005-2020,46005,2020,1,val,2,2
46005-2021,46005,2021,1,val,2,2
46007-2020,46007,2020,1,test,1,2
46007-2021,46007,2021,1,test,1,2
46009-2020,46009,2020,1,train,3,2
46009-2021,46009,2021,1,train,3,2
46009-2022,46009,2022,1,train,3,2
46011-2020,46011,2020,1,train,0,2
46011-2021,46011,2021,1,train,0,2
46013-2020,46013,2020,1,train,4,2
46013-2021,46013,2021,1,train,4,2
46015-2020,46015,2020,1,train,3,2
46015-2021,46015,2021,1,train,3,2
46017-2020,46017,2020,1,val,2,2
46017-2021,46017,2021,1,val,2,2
46019-2020,46019,2020,1,test,1,2
46019-2021,46019,2021,1,test,1,2
46021-2020,46021,2020,1,train,0,2
46021-2021,46021,2021,1,train,0,2
46023-2020,46023,2020,1,val,2,2
46023-2021,46023,2021,1,val,2,2
46023-2022,46023,2022,1,val,2,2
46025-2020,46025,2020,1,train,4,2
46025-2021,46025,2021,1,train,4,2
46027-2020,46027,2020,1,test,1,2
46027-2021,46027,2021,1,test,1,2
46027-2022,46027,2022,1,test,1,2
46029-2020,46029,2020,1,train,3,2
46029-2021,46029,2021,1,train,3,2
46031-2020,46031,2020,1,val,2,2
46031-2021,46031,2021,1,val,2,2
46035-2020,46035,2020,1,train,3,2
46037-2020,46037,2020,1,test,1,2
46037-2021,46037,2021,1,test,1,2
46039-2020,46039,2020,1,val,2,2
46041-2020,46041,2020,1,test,1,2
46043-2020,46043,2020,1,train,0,2
46043-2021,46043,2021,1,train,0,2
46045-2019,46045,2019,1,train,4,2
46045-2020,46045,2020,1,train,4,2
46049-2020,46049,2020,1,train,3,2
46049-2021,46049,2021,1,train,3,2
46051-2020,46051,2020,1,val,2,2
46051-2021,46051,2021,1,val,2,2
46053-2020,46053,2020,1,test,1,2
46053-2021,46053,2021,1,test,1,2
46057-2020,46057,2020,1,train,0,2
46057-2021,46057,2021,1,train,0,2
46059-2020,46059,2020,1,train,4,2
46059-2021,46059,2021,1,train,4,2
46061-2020,46061,2020,1,train,3,2
46061-2021,46061,2021,1,train,3,2
46063-2021,46063,2021,1,train,0,2
46065-2020,46065,2020,1,val,2,2
46065-2021,46065,2021,1,val,2,2
46067-2020,46067,2020,1,test,1,2
46067-2021,46067,2021,1,test,1,2
46069-2020,46069,2020,1,train,4,2
46073-2020,46073,2020,1,train,0,2
46073-2021,46073,2021,1,train,0,2
46075-2020,46075,2020,1,train,3,2
46077-2020,46077,2020,1,train,4,2
46077-2021,46077,2021,1,train,4,2
46079-2020,46079,2020,1,train,3,2
46079-2021,46079,2021,1,train,3,2
46083-2019,46083,2019,1,val,2,2
46083-2020,46083,2020,1,val,2,2
46083-2021,46083,2021,1,val,2,2
46083-2022,46083,2022,1,val,2,2
46085-2019,46085,2019,1,train,0,2
46085-2020,46085,2020,1,train,0,2
46085-2021,46085,2021,1,train,0,2
46091-2020,46091,2020,1,val,2,2
46091-2021,46091,2021,1,val,2,2
46093-2021,46093,2021,1,val,2,2
46095-2020,46095,2020,1,test,1,2
46097-2020,46097,2020,1,test,1,2
46097-2021,46097,2021,1,test,1,2
46099-2019,46099,2019,1,train,4,2
46099-2020,46099,2020,1,train,4,2
46099-2022,46099,2022,1,train,4,2
46101-2020,46101,2020,1,train,0,2
46102-2020,46102,2020,1,train,0,2
46102-2021,46102,2021,1,train,0,2
46103-2021,46103,2021,1,train,4,2
46107-2020,46107,2020,1,train,4,2
46107-2021,46107,2021,1,train,4,2
46109-2020,46109,2020,1,train,3,2
46111-2020,46111,2020,1,train,3,2
46111-2021,46111,2021,1,train,3,2
46115-2020,46115,2020,1,val,2,2
46119-2020,46119,2020,1,val,2,2
